,id,carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
464,464,1.02,61.0,59.0,6.44,8.441,1,3,2
465,465,0.93,62.0,56.0,6.25,8.338,4,6,2
466,466,0.5,63.0,57.0,5.02,7.148,3,4,3
467,467,1.19,61.7,56.0,6.8,8.414,4,0,0
468,468,0.24,61.3,57.0,4.0,6.326,4,3,7
469,469,0.75,61.9,57.0,5.88,7.948,1,6,0
470,470,1.09,61.7,59.0,6.64,8.596,4,5,0
471,471,0.37,59.7,56.0,4.67,6.279,4,2,2
472,472,0.7,62.4,56.0,5.66,7.815,4,3,2
473,473,1.51,61.6,56.0,7.37,9.594,4,3,4
474,474,0.52,62.7,55.0,5.12,7.553,4,3,5
475,475,0.43,60.9,57.0,4.85,6.962,4,3,5
476,476,0.3,61.1,57.0,4.34,6.73,4,6,5
477,477,0.9,63.6,59.0,6.11,8.351,2,4,3
478,478,1.99,60.5,63.0,8.2,9.782,0,2,3
479,479,0.33,59.3,61.0,4.51,6.611,1,3,3
480,480,0.41,59.2,63.0,4.82,7.048,2,4,5
481,481,0.5,62.3,57.0,5.04,7.352,4,6,3
482,482,0.7,61.4,57.0,5.7,8.018,4,3,4
483,483,1.5,62.2,60.0,7.27,9.662,1,4,4
484,484,0.27,61.2,56.0,4.18,6.375,4,1,5
485,485,0.3,62.7,53.0,4.29,6.38,4,2,5
486,486,0.36,59.1,58.0,4.63,6.748,1,5,3
487,487,0.71,60.0,56.0,5.85,8.046,3,6,2
488,488,0.9,62.6,58.0,6.1,8.269,3,6,0
489,489,1.21,62.4,53.0,6.83,8.963,4,2,4
490,490,0.37,61.6,59.0,4.67,6.673,1,4,2
491,491,0.34,62.3,55.0,4.49,6.717,4,6,5
492,492,1.35,61.3,57.0,7.09,9.269,4,5,3
493,493,0.5,60.6,56.0,5.13,7.092,3,3,2
494,494,0.31,59.7,60.0,4.42,6.687,1,4,3
495,495,0.7,61.1,56.0,5.75,8.111,4,6,2
496,496,0.39,62.5,55.0,4.63,6.576,4,4,2
497,497,0.34,59.3,58.0,4.55,6.94,1,5,3
498,498,0.4,62.5,57.0,4.69,6.89,3,4,4
499,499,0.38,62.4,59.0,4.59,6.501,3,3,2
500,500,1.05,62.8,57.0,6.45,8.826,3,4,3
501,501,1.46,62.4,55.0,7.26,9.089,4,2,2
502,502,0.91,60.7,57.0,6.23,8.092,4,0,4
503,503,0.23,60.4,59.0,4.0,6.522,1,5,5
504,504,0.79,61.7,59.0,5.93,7.968,4,1,4
505,505,0.32,62.2,55.0,4.37,6.718,4,6,6
506,506,1.2,63.6,60.0,6.72,8.377,2,5,1
507,507,0.9,61.6,54.0,6.18,8.264,3,5,2
508,508,1.71,61.9,59.0,7.6,9.252,3,0,4
509,509,1.01,64.7,59.0,6.23,8.338,0,6,2
510,510,0.72,62.6,53.0,5.76,7.918,4,3,4
511,511,1.55,59.0,58.0,7.56,9.279,3,1,4
512,512,0.34,62.3,55.0,4.48,6.64,4,2,4
513,513,1.01,58.8,62.0,6.59,8.341,1,2,2
514,514,1.14,62.5,58.0,6.71,8.507,1,2,2
515,515,0.5,62.8,58.0,5.03,7.469,3,5,3
516,516,0.54,61.0,58.0,5.24,7.503,3,4,4
517,517,0.32,61.2,57.0,4.39,6.51,3,2,6
518,518,1.2,62.6,56.0,6.73,8.775,2,2,3
519,519,0.72,62.0,56.0,5.76,7.965,4,4,4
520,520,0.96,67.4,62.0,6.13,7.5,0,2,1
521,521,1.15,62.0,58.0,6.68,8.471,1,3,2
522,522,0.9,59.1,60.0,6.24,8.665,3,5,4
523,523,0.59,62.0,55.0,5.36,7.88,4,6,5
524,524,0.31,61.7,56.0,4.33,6.704,4,6,5
525,525,0.77,61.6,55.0,5.87,7.672,4,0,2
526,526,1.51,61.9,63.0,7.35,9.543,3,4,3
527,527,0.9,60.2,59.0,6.27,8.263,1,3,2
528,528,1.18,61.1,57.0,6.78,9.115,4,3,6
529,529,1.08,60.5,60.0,6.61,8.361,3,1,2
530,530,1.01,61.4,57.0,6.51,8.843,1,4,3
531,531,0.3,62.3,57.0,4.33,6.654,4,4,3
532,532,0.72,62.1,57.0,5.69,7.855,3,6,2
533,533,0.33,62.1,56.0,4.46,6.968,4,4,6
534,534,0.3,62.4,54.0,4.31,6.196,4,2,3
535,535,1.01,64.6,58.0,6.25,9.211,0,5,0
536,536,1.21,61.3,57.0,6.85,9.423,4,5,5
537,537,0.7,63.3,61.0,5.6,7.689,3,3,2
538,538,1.01,62.3,58.0,6.39,8.75,3,6,3
539,539,1.02,62.0,58.0,6.44,8.403,1,1,3
540,540,0.31,61.2,59.0,4.37,6.691,4,5,5
541,541,0.71,61.5,54.0,5.74,7.861,4,2,5
542,542,0.59,60.2,57.0,5.47,7.36,4,5,0
543,543,0.7,60.0,57.0,5.8,7.876,4,3,3
544,544,1.51,62.9,58.0,7.33,9.097,1,0,5
545,545,0.54,60.9,58.0,5.27,7.545,1,5,3
546,546,1.02,60.8,60.0,6.5,8.469,3,3,2
547,547,1.69,60.5,56.0,7.74,9.521,4,1,3
548,548,0.83,61.6,58.0,6.05,7.96,3,1,3
549,549,0.32,62.6,55.0,4.41,7.065,4,6,7
550,550,1.39,61.4,54.0,7.22,9.43,4,3,5
551,551,1.01,59.8,58.0,6.57,8.13,1,6,1
552,552,0.31,61.7,59.0,4.34,6.848,1,5,3
553,553,0.73,62.7,57.0,5.75,7.73,4,4,0
554,554,0.53,62.7,54.0,5.18,7.503,4,6,3
555,555,0.57,61.6,56.0,5.33,7.212,4,1,4
556,556,1.51,62.4,59.0,7.28,9.521,1,3,4
557,557,0.54,62.4,55.0,5.23,7.503,1,4,3
558,558,1.47,62.6,58.0,7.17,8.914,3,2,0
559,559,0.52,61.7,56.0,5.16,7.607,4,3,5
560,560,0.23,61.5,57.0,3.94,6.284,4,3,6
561,561,1.2,61.9,53.0,6.84,9.068,4,4,3
562,562,1.0,61.2,57.0,6.43,8.854,3,6,4
563,563,0.71,61.7,59.0,5.71,7.926,1,5,0
564,564,0.4,61.4,55.0,4.72,7.024,4,3,6
565,565,0.71,66.1,58.0,5.53,7.217,0,0,0
566,566,1.01,60.6,56.0,6.5,8.815,3,2,6
567,567,0.3,61.5,55.0,4.32,6.778,4,3,5
568,568,0.46,62.4,56.0,4.95,7.123,4,5,3
569,569,1.02,60.0,60.0,6.57,8.363,1,4,0
570,570,1.23,61.6,58.0,6.9,8.636,1,1,4
571,571,1.0,61.0,60.0,6.43,9.2,1,4,6
572,572,1.12,61.1,57.0,6.68,9.179,4,5,4
573,573,1.27,61.7,56.0,6.9,9.288,4,3,6
574,574,2.05,63.7,61.0,8.03,9.699,2,3,0
575,575,0.4,61.7,56.0,4.72,6.992,4,4,5
576,576,1.11,58.0,62.0,6.77,8.52,2,5,0
577,577,1.23,59.0,57.0,7.05,8.765,4,2,3
578,578,0.63,59.9,64.0,5.63,7.034,2,0,2
579,579,1.01,62.8,59.0,6.43,8.435,1,3,2
580,580,1.09,62.0,57.0,6.61,8.358,4,2,0
581,581,0.31,62.2,55.0,4.37,6.596,4,5,2
582,582,0.9,63.5,56.0,6.12,8.054,3,0,3
583,583,1.01,60.6,58.0,6.54,8.623,1,4,2
584,584,1.23,59.2,62.0,7.0,8.874,3,6,2
585,585,0.31,61.8,60.0,4.33,6.136,3,5,0
586,586,0.32,61.6,56.0,4.4,6.129,4,3,0
587,587,2.26,62.0,58.0,8.4,9.695,1,1,0
588,588,1.12,61.3,58.0,6.69,8.313,1,1,2
589,589,1.01,61.1,58.0,6.41,8.821,3,2,6
590,590,0.3,62.6,58.0,4.25,6.519,2,3,5
591,591,1.56,62.3,55.0,7.39,8.812,4,2,0
592,592,0.62,62.6,57.0,5.42,7.827,4,3,5
593,593,0.31,61.2,58.0,4.32,6.299,1,3,3
594,594,1.51,62.5,57.0,7.25,9.017,2,1,2
595,595,0.72,60.9,60.0,5.78,7.96,1,6,2
596,596,0.7,62.3,54.0,5.67,8.115,4,6,4
597,597,1.0,57.4,68.0,6.52,8.382,0,2,4
598,598,0.4,61.9,61.0,4.69,6.39,3,3,0
599,599,1.24,61.4,59.0,6.91,8.849,1,5,0
600,600,0.52,62.5,59.0,5.06,6.886,3,1,2
601,601,0.41,63.1,58.0,4.68,6.742,3,1,6
602,602,1.14,61.7,57.0,6.73,8.689,4,2,3
603,603,0.52,61.8,60.0,5.14,7.611,3,6,4
604,604,0.37,64.0,55.0,4.53,6.269,2,2,2
605,605,1.01,62.1,59.0,6.45,8.345,4,3,0
606,606,0.8,61.6,60.0,5.94,7.697,1,0,4
607,607,0.3,62.4,59.0,4.31,6.808,1,3,6
608,608,1.03,61.7,58.0,6.5,8.469,1,5,0
609,609,1.06,60.5,57.0,6.64,8.593,4,3,2
610,610,1.03,59.9,60.0,6.56,8.392,1,3,0
611,611,1.01,61.7,56.0,6.45,8.689,4,2,3
612,612,0.25,61.7,57.0,4.08,6.306,3,6,5
613,613,1.18,61.3,56.0,6.81,9.038,4,3,4
614,614,0.52,62.4,58.0,5.13,7.519,1,5,3
615,615,0.3,62.3,54.0,4.32,6.639,4,3,6
616,616,0.28,59.7,59.0,4.26,6.465,3,4,5
617,617,0.55,62.9,57.0,5.25,7.867,4,6,6
618,618,0.38,61.4,59.0,4.63,7.244,1,5,6
619,619,1.6,62.7,56.0,7.51,9.164,4,2,2
620,620,0.7,61.9,59.0,5.71,7.793,1,4,2
621,621,0.34,62.5,57.0,4.49,6.273,4,5,1
622,622,1.54,61.7,56.0,7.44,9.162,4,3,0
623,623,1.11,61.4,58.0,6.66,8.747,4,6,2
624,624,0.52,61.2,55.0,5.17,7.253,4,3,2
625,625,0.31,59.8,57.0,4.43,6.544,4,6,3
626,626,0.72,61.5,56.5,5.76,8.027,4,5,2
627,627,0.32,59.9,57.0,4.51,6.579,1,3,3
628,628,0.8,60.2,59.0,6.07,7.612,1,0,0
629,629,1.03,63.0,59.0,6.47,8.587,1,2,3
630,630,0.41,62.8,58.0,4.69,6.458,3,6,0
631,631,0.42,60.8,59.0,4.79,6.825,1,3,4
632,632,0.52,61.7,55.5,5.17,7.217,3,0,6
633,633,1.18,61.5,56.0,6.77,8.59,4,1,2
634,634,0.32,61.3,55.0,4.45,6.561,4,3,4
635,635,0.53,61.4,60.0,5.18,7.397,1,4,3
636,636,0.52,61.4,56.0,5.23,7.742,4,5,5
637,637,0.31,62.4,56.0,4.38,6.687,4,2,5
638,638,0.71,61.5,56.0,5.72,8.219,4,4,4
639,639,0.55,60.6,58.0,5.28,7.069,1,4,0
640,640,0.33,62.1,55.0,4.44,6.323,4,0,4
641,641,0.31,59.4,58.0,4.45,6.619,1,4,3
642,642,0.93,62.6,59.0,6.17,8.302,3,1,4
643,643,0.33,62.4,60.0,4.42,6.541,1,2,4
644,644,0.34,62.3,55.0,4.47,6.378,4,1,2
645,645,0.31,61.8,58.0,4.36,6.81,1,3,5
646,646,0.5,62.2,58.0,5.03,7.424,1,6,4
647,647,0.91,62.4,58.0,6.17,8.205,3,4,0
648,648,0.41,61.5,55.0,4.79,7.079,4,6,5
649,649,1.52,62.9,60.0,7.28,9.396,3,3,3
650,650,0.58,61.4,55.0,5.38,7.193,4,3,2
651,651,0.27,60.6,58.0,4.2,6.683,1,6,6
652,652,0.61,62.9,56.6,5.38,7.27,3,4,0
653,653,0.51,60.9,57.0,5.16,7.7,4,4,6
654,654,0.38,62.1,54.0,4.65,6.277,4,0,3
655,655,0.56,61.3,60.0,5.23,7.088,3,2,2
656,656,0.51,61.3,57.0,5.14,7.908,4,5,5
657,657,0.43,62.5,55.0,4.83,6.901,4,5,2
658,658,0.9,63.1,55.0,6.16,8.147,3,3,0
659,659,0.75,62.1,57.0,5.9,8.014,1,6,3
660,660,0.8,62.9,56.0,5.88,8.029,3,3,2
661,661,1.0,61.6,60.0,6.37,8.468,1,5,0
662,662,2.12,60.6,58.0,8.27,9.781,3,4,0
663,663,0.52,61.7,53.0,5.19,7.546,4,2,6
664,664,0.3,60.7,56.0,4.35,7.031,4,4,7
665,665,0.72,62.2,54.0,5.74,7.965,3,2,4
666,666,0.53,61.4,56.0,5.21,7.255,4,6,2
667,667,1.71,62.8,59.0,7.58,9.389,1,1,3
668,668,0.45,60.8,56.0,4.97,6.835,4,4,2
669,669,1.11,60.0,61.0,6.66,8.336,3,6,0
670,670,0.81,59.1,57.0,6.09,7.849,3,2,2
671,671,1.33,63.3,56.0,6.91,9.007,3,4,2
672,672,0.31,61.4,57.0,4.35,6.353,4,3,3
673,673,0.62,61.6,55.0,5.49,7.567,4,5,2
674,674,1.01,63.0,58.0,6.33,8.441,1,4,2
675,675,0.32,61.6,55.0,4.43,6.5,4,3,4
676,676,1.01,61.7,56.0,6.45,8.688,4,4,2
677,677,0.53,64.1,54.0,5.11,7.194,2,6,2
678,678,0.57,61.8,57.0,5.29,7.578,4,5,3
679,679,1.58,62.3,55.0,7.42,9.155,4,1,2
680,680,1.13,60.7,64.0,6.68,8.391,2,5,0
681,681,2.21,61.3,60.0,8.35,9.568,1,2,0
682,682,2.02,61.2,59.0,8.13,9.75,1,1,4
683,683,2.0,59.8,55.0,8.28,9.329,4,1,0
684,684,1.54,59.4,59.0,7.61,9.375,1,5,3
685,685,0.72,62.0,57.0,5.71,7.953,4,6,3
686,686,1.5,63.3,57.0,7.28,8.953,3,6,0
687,687,1.1,58.6,63.0,6.76,8.38,3,5,0
688,688,0.31,61.3,56.0,4.38,6.763,4,6,6
689,689,0.31,61.4,58.0,4.32,6.704,1,3,6
690,690,1.2,61.8,55.0,6.81,8.525,4,0,4
691,691,1.02,62.7,58.0,6.44,8.349,1,1,2
692,692,1.21,63.2,57.0,6.7,8.52,3,1,0
693,693,1.03,60.9,61.0,6.54,8.534,1,4,2
694,694,1.03,62.1,57.0,6.44,8.405,4,3,0
695,695,0.32,61.7,56.0,4.41,6.613,4,6,4
696,696,0.4,61.6,56.0,4.75,6.646,4,1,5
697,697,0.3,60.1,55.0,4.38,6.068,3,2,2
698,698,0.3,64.6,54.0,4.29,6.284,0,5,0
699,699,0.71,59.2,59.0,5.8,8.076,1,5,3
700,700,0.41,63.3,56.0,4.71,6.526,2,2,2
701,701,0.53,61.6,57.0,5.21,7.503,1,6,3
702,702,1.51,63.6,61.0,7.1,9.325,2,5,2
703,703,0.35,62.1,56.0,4.52,6.613,4,4,5
704,704,0.56,61.1,58.0,5.3,7.582,1,5,3
705,705,0.32,62.6,57.0,4.41,6.561,4,4,3
706,706,0.44,60.9,57.0,4.89,6.986,3,3,5
707,707,0.7,62.1,55.0,5.63,7.771,4,3,3
708,708,0.75,61.7,56.0,5.84,7.994,4,6,2
709,709,0.52,63.2,57.0,5.11,7.277,3,5,2
710,710,0.24,61.9,54.0,3.99,6.198,3,5,6
711,711,0.5,63.0,60.0,5.06,7.37,1,5,2
712,712,0.31,59.3,60.0,4.41,6.687,1,4,3
713,713,1.5,61.7,62.0,7.28,8.748,1,5,1
714,714,0.71,62.2,56.0,5.63,7.779,2,6,0
715,715,0.56,62.1,57.0,5.3,7.557,1,6,3
716,716,2.14,61.5,58.0,8.31,9.814,1,6,0
717,717,0.71,60.9,56.0,5.76,8.219,4,4,4
718,718,0.4,60.0,63.0,4.8,6.802,3,3,2
719,719,1.11,62.3,56.0,6.59,9.425,4,5,5
720,720,0.51,60.0,59.0,5.18,7.427,3,4,4
721,721,0.35,61.6,58.0,4.5,6.678,4,4,5
722,722,0.52,61.2,58.0,5.16,7.508,1,5,3
723,723,1.53,59.5,63.0,7.51,9.218,3,2,4
724,724,0.76,60.0,59.0,5.94,7.783,1,6,0
725,725,2.01,65.5,56.0,7.84,9.32,0,6,0
726,726,0.47,63.3,59.0,4.9,6.964,3,4,0
727,727,0.52,61.1,55.0,5.27,7.504,4,6,3
728,728,2.06,60.0,60.0,6.29,9.686,1,2,0
729,729,0.32,61.6,55.0,4.44,6.719,1,2,5
730,730,0.72,60.3,58.0,5.81,7.419,1,0,0
731,731,0.32,61.6,55.0,4.4,6.562,4,3,5
732,732,0.6,60.8,56.0,5.45,7.728,3,4,3
733,733,1.25,61.2,57.0,6.95,8.981,1,3,3
734,734,0.5,58.3,58.0,5.23,7.004,2,6,0
735,735,1.07,59.4,59.0,6.64,9.307,3,4,7
736,736,0.3,62.6,56.0,4.29,6.489,4,6,3
737,737,0.7,57.3,63.0,5.78,7.729,0,3,3
738,738,0.76,60.6,57.0,5.91,7.993,4,6,2
739,739,0.42,61.4,57.0,4.83,7.006,4,4,4
740,740,0.57,60.7,57.0,5.42,7.185,1,6,0
741,741,0.71,61.6,59.0,5.75,7.817,1,4,0
742,742,0.41,61.7,57.0,4.78,6.801,4,3,4
743,743,1.01,59.9,56.0,6.45,8.474,3,3,2
744,744,0.25,60.6,64.0,4.05,5.994,2,2,6
745,745,0.53,64.3,55.0,5.17,7.182,2,1,4
746,746,0.46,59.2,63.0,5.0,7.113,2,4,4
747,747,1.11,63.0,53.0,6.64,8.465,1,1,3
748,748,0.7,60.7,61.0,5.69,7.785,2,6,0
749,749,0.7,61.0,57.0,5.71,8.189,4,4,6
750,750,1.32,61.0,56.0,7.09,9.048,4,1,6
751,751,1.05,62.5,59.0,6.5,8.691,1,6,2
752,752,0.3,61.4,58.0,4.33,6.227,1,1,2
753,753,0.31,61.3,55.0,4.37,6.657,3,2,7
754,754,1.0,62.0,55.0,6.42,8.707,4,6,3
755,755,0.37,62.7,58.0,4.58,6.864,1,4,3
756,756,0.73,61.7,57.0,5.75,8.152,4,6,3
757,757,0.35,61.8,59.0,4.56,6.718,1,5,2
758,758,0.32,61.4,56.0,4.4,6.816,4,4,6
759,759,0.26,60.8,58.0,4.11,6.521,3,4,6
760,760,1.12,60.5,59.0,6.72,8.563,1,5,0
761,761,1.54,61.2,59.0,7.41,8.916,3,0,2
762,762,0.51,61.7,56.0,5.11,7.695,4,4,5
763,763,0.71,62.6,58.0,5.67,7.956,1,4,3
764,764,0.45,59.7,61.0,4.95,6.639,3,3,0
765,765,0.7,60.2,61.0,5.66,8.024,3,3,5
766,766,1.23,61.4,56.0,6.94,8.781,4,3,2
767,767,1.75,61.5,55.0,7.78,8.91,4,2,1
768,768,1.5,63.8,57.0,7.21,8.597,2,2,0
769,769,1.57,62.7,58.0,7.41,9.276,3,1,4
770,770,0.58,62.6,54.0,5.3,7.541,4,3,4
771,771,0.36,61.6,60.0,4.61,6.646,1,4,2
772,772,0.51,61.9,56.0,5.11,7.488,4,5,3
773,773,1.0,61.7,58.0,6.32,8.24,3,4,0
774,774,0.5,58.7,59.0,5.15,6.995,1,2,2
775,775,0.93,63.4,60.0,6.18,7.87,3,5,1
776,776,0.32,61.8,55.0,4.38,6.469,4,2,5
777,777,0.35,61.6,55.1,4.54,6.648,4,6,4
778,778,0.35,62.3,56.0,4.53,6.812,3,4,6
779,779,0.31,61.0,59.0,4.37,6.771,1,6,3
780,780,1.01,60.7,57.0,6.42,8.295,3,4,0
781,781,1.41,61.4,59.0,7.17,8.884,3,4,0
782,782,2.74,64.9,61.0,8.76,9.083,0,0,1
783,783,0.96,62.1,57.0,6.32,8.261,4,3,0
784,784,1.13,61.5,56.0,6.71,8.994,4,3,4
785,785,2.01,60.1,61.0,8.14,9.745,1,2,3
786,786,1.51,65.0,59.0,6.99,9.069,0,3,2
787,787,1.21,62.4,55.0,6.81,8.56,4,1,2
788,788,1.04,62.4,57.0,6.51,8.495,1,6,0
789,789,0.3,61.4,56.0,4.3,6.196,4,1,4
790,790,1.01,61.6,63.0,6.42,8.48,2,4,2
791,791,0.31,62.4,58.0,4.34,6.687,1,4,3
792,792,0.7,63.4,59.0,5.6,7.789,3,1,5
793,793,0.53,59.6,56.0,5.27,7.539,3,4,5
794,794,1.02,63.0,57.0,6.39,9.653,4,5,7
795,795,0.32,61.9,55.0,4.38,6.822,4,3,7
796,796,0.9,63.8,58.0,6.09,8.341,2,5,2
797,797,1.17,61.1,57.0,6.77,8.759,4,2,2
798,798,2.16,58.5,60.0,8.49,9.785,3,1,2
799,799,2.02,61.7,58.0,8.07,9.572,1,1,0
800,800,0.28,61.2,57.0,4.2,6.188,4,5,3
801,801,2.42,61.3,59.0,8.61,9.751,1,0,3
802,802,0.42,61.7,55.0,4.78,6.82,3,3,2
803,803,0.35,60.8,55.0,4.58,7.193,4,5,6
804,804,1.01,65.2,57.0,6.23,8.713,0,5,3
805,805,0.32,61.9,55.0,4.4,6.4,4,3,4
806,806,0.35,61.6,58.0,4.57,6.892,1,6,3
807,807,0.41,61.9,59.0,4.77,6.984,1,6,4
808,808,1.02,63.3,58.0,6.35,8.507,2,4,2
809,809,1.11,61.4,60.0,6.61,8.487,4,1,2
810,810,1.06,63.4,58.0,6.51,8.616,3,4,2
811,811,0.9,62.8,58.0,6.09,8.468,3,6,2
812,812,0.33,62.4,56.0,4.41,6.709,4,3,6
813,813,1.0,64.2,56.0,6.23,8.638,2,5,2
814,814,0.32,60.2,56.0,4.44,6.33,4,2,4
815,815,0.3,62.4,56.0,4.3,6.314,4,1,6
816,816,0.31,61.3,55.6,4.37,6.24,4,1,4
817,817,0.33,62.7,58.0,4.41,6.447,1,5,0
818,818,2.08,60.0,60.0,8.31,9.38,1,2,0
819,819,0.38,62.3,56.0,4.58,6.365,4,1,2
820,820,1.02,63.4,56.0,6.36,8.17,2,0,0
821,821,0.33,62.1,55.0,4.44,6.792,4,1,7
822,822,0.7,59.1,63.0,5.89,7.689,3,6,2
823,823,1.0,62.3,56.0,6.43,8.329,4,0,4
824,824,0.97,62.6,58.0,6.24,8.389,1,3,2
825,825,0.38,62.2,55.0,4.66,7.242,4,4,7
826,826,0.7,61.8,55.0,5.67,7.812,4,1,4
827,827,1.18,61.3,60.0,6.78,8.342,1,0,0
828,828,0.32,61.2,59.0,4.44,6.842,1,3,5
829,829,1.01,63.5,61.0,6.24,8.509,2,2,3
830,830,0.32,60.5,58.0,4.48,6.802,1,6,3
831,831,0.47,61.6,56.0,4.97,7.656,4,6,5
832,832,1.0,62.5,55.0,6.41,8.414,4,1,3
833,833,1.51,63.2,57.0,7.34,9.15,3,4,2
834,834,0.33,59.6,57.0,4.49,6.217,4,6,2
835,835,0.5,64.0,57.0,5.04,6.994,2,6,2
836,836,0.38,58.9,58.0,4.69,6.97,4,2,7
837,837,0.3,62.3,56.0,4.26,6.402,4,4,4
838,838,1.66,64.4,54.0,7.45,9.047,2,0,3
839,839,0.4,62.3,55.0,4.72,6.436,4,1,2
840,840,1.69,58.7,59.0,7.87,9.716,1,4,3
841,841,1.53,61.6,59.0,7.35,9.147,1,0,6
842,842,0.31,61.4,60.0,4.34,6.704,3,6,5
843,843,0.46,62.1,54.7,4.95,6.746,4,4,0
844,844,0.39,60.1,57.0,4.74,7.393,4,3,7
845,845,0.32,63.0,57.0,4.33,6.225,3,2,3
846,846,0.42,62.7,55.0,4.79,6.844,4,5,3
847,847,0.55,63.1,56.0,5.22,7.221,3,4,2
848,848,0.32,62.4,57.0,4.34,6.631,4,5,3
849,849,0.43,63.6,55.0,4.8,6.506,2,6,0
850,850,0.34,62.1,55.0,4.46,6.797,4,3,6
851,851,1.01,61.8,59.0,6.42,9.181,1,6,5
852,852,0.8,60.6,56.0,6.03,8.056,4,2,3
853,853,1.29,63.2,54.0,6.96,8.305,3,3,0
854,854,0.26,62.4,57.0,4.09,5.984,3,3,3
855,855,1.07,61.4,57.0,6.62,8.593,4,6,0
856,856,1.17,61.7,59.0,6.77,9.222,1,5,4
857,857,1.01,60.7,58.0,6.52,8.97,1,3,5
858,858,0.71,63.0,54.0,5.7,8.109,3,4,3
859,859,1.02,62.4,57.0,6.35,8.624,3,2,3
860,860,0.62,60.9,59.0,5.52,7.518,1,3,3
861,861,1.2,60.2,57.0,6.88,8.992,3,2,4
862,862,1.0,61.5,62.0,6.37,8.712,2,6,3
863,863,1.38,61.4,61.0,7.1,9.331,3,4,4
864,864,0.35,62.0,59.0,4.55,6.809,1,4,3
865,865,0.77,62.3,58.0,5.86,7.491,1,0,3
866,866,1.2,62.2,55.0,6.77,9.149,4,3,5
867,867,0.36,62.9,56.0,4.52,6.447,3,6,2
868,868,0.6,62.9,59.0,5.35,7.48,3,3,3
869,869,0.59,62.2,55.0,5.39,7.353,4,6,2
870,870,1.5,63.0,57.0,7.2,9.067,3,1,3
871,871,0.71,59.2,59.0,5.88,8.351,1,5,6
872,872,1.04,63.5,56.0,6.41,8.591,3,6,2
873,873,0.41,60.7,58.0,4.83,6.868,1,3,4
874,874,1.2,62.3,58.0,6.66,8.559,2,1,2
875,875,0.7,59.0,62.0,5.77,7.763,1,3,2
876,876,0.9,60.4,60.0,6.23,8.281,3,4,2
877,877,0.24,60.7,58.0,4.03,6.565,1,6,6
878,878,1.0,62.7,54.0,6.36,9.256,3,6,6
879,879,1.34,61.8,58.0,7.15,9.779,1,6,7
880,880,0.52,62.1,57.0,5.13,7.557,4,5,4
881,881,0.3,61.2,55.0,4.36,6.639,4,2,7
882,882,0.79,62.7,56.0,5.85,8.172,3,6,3
883,883,0.38,61.0,57.0,4.69,7.018,4,4,5
884,884,1.04,62.0,57.0,6.49,8.755,4,3,3
885,885,1.01,62.0,59.0,6.38,8.726,3,4,3
886,886,0.81,61.3,57.0,6.02,7.958,3,4,2
887,887,0.9,61.9,61.0,6.13,8.063,1,3,0
888,888,0.36,62.0,54.8,4.57,6.639,4,2,6
889,889,1.53,61.4,59.0,7.4,9.634,4,3,5
890,890,0.23,62.3,61.0,3.93,6.052,2,4,5
891,891,1.02,62.6,57.0,6.43,8.686,4,3,3
892,892,0.32,62.5,58.0,4.33,6.593,1,2,6
893,893,1.6,60.5,60.0,7.55,9.051,1,4,0
894,894,0.3,63.6,54.0,4.31,6.654,2,3,4
895,895,0.9,63.4,60.0,6.08,8.041,3,2,0
896,896,0.7,62.8,60.0,5.61,7.769,1,2,4
897,897,0.71,62.5,57.0,5.68,7.822,3,1,5
898,898,0.9,62.7,57.0,6.09,7.907,1,0,0
899,899,1.02,62.1,59.0,6.37,8.52,3,1,3
900,900,1.58,62.7,56.0,7.45,9.654,4,6,3
901,901,0.7,62.3,58.0,5.67,7.694,1,4,2
902,902,0.71,62.1,59.0,5.7,7.738,1,1,3
903,903,0.3,60.6,57.0,4.33,6.528,4,3,5
904,904,0.31,63.5,55.0,4.35,6.548,3,6,2
905,905,0.8,61.0,60.0,5.95,7.808,3,4,0
906,906,0.57,60.6,57.0,5.38,7.504,4,3,4
907,907,0.25,62.0,54.0,4.05,6.263,4,3,5
908,908,0.5,60.9,61.0,5.13,7.568,1,3,5
909,909,1.0,60.5,61.0,6.31,8.295,2,6,0
910,910,1.01,60.9,58.0,6.45,8.426,3,6,0
911,911,0.9,61.5,57.0,6.17,8.201,4,2,2
912,912,1.05,61.1,58.0,6.57,8.58,1,2,3
913,913,1.11,60.8,56.0,6.68,9.049,4,2,6
914,914,1.01,62.7,56.0,6.36,8.346,3,1,2
915,915,1.5,62.5,58.0,7.28,9.691,1,6,4
916,916,0.72,63.5,59.0,5.66,7.773,3,6,0
917,917,0.9,60.3,63.0,6.12,8.17,3,5,0
918,918,0.36,61.6,57.0,4.58,6.998,4,6,4
919,919,1.06,61.1,57.0,6.54,9.022,4,3,4
920,920,1.0,63.0,61.0,6.31,8.298,3,2,0
921,921,0.4,62.5,57.0,4.7,6.561,4,6,2
922,922,0.51,63.1,56.0,5.06,7.413,3,5,3
923,923,1.53,62.8,55.0,7.4,9.287,4,1,4
924,924,0.4,61.2,56.0,4.79,7.09,4,3,6
925,925,1.0,61.0,59.0,6.4,8.23,1,6,0
926,926,0.54,61.3,56.0,5.27,7.581,1,6,4
927,927,0.3,60.9,56.0,4.35,6.654,4,4,3
928,928,2.03,63.1,59.0,8.12,9.454,3,5,0
